1974,Gardner Dozois,Chains of the Sea,Chains of the Sea (X-S Books)

1975,George R. R. Martin*,A Song for Lya,Analog Science Fact & Fiction

1975,Gardner Dozois,Strangers,New Dimensions 4 (Doubleday)

1975,Robert Silverberg,Born with the Dead,The Magazine of Fantasy & Science Fiction

1975,Norman Spinrad,Riding the Torch,Threads of Time (Thomas Nelson)

1975,Jack Vance,Assault on a City,Universe 4 (Bantam Spectra)

1976,Roger Zelazny*,Home Is the Hangman,Analog Science Fact & Fiction

1976,George R. R. Martin & Lisa Tuttle,The Storms of Windhaven,Analog Science Fact & Fiction

1976,Larry Niven,ARM,Epoch (Putnam Publishing Group)

1976,Algis Budrys,The Silent Eyes of Time,The Magazine of Fantasy & Science Fiction

1976,Richard Cowper,The Custodians,The Magazine of Fantasy & Science Fiction

1977,Spider Robinson*,By Any Other Name,Analog Science Fact & Fiction

1977,"James Tiptree, Jr.*","Houston, Houston, Do You Read?",Aurora: Beyond Equality (Fawcett Publications)

1977,Michael Bishop,The Samurai and the Willows,The Magazine of Fantasy & Science Fiction

1977,Richard Cowper,Piper at the Gates of Dawn,The Magazine of Fantasy & Science Fiction

1978,Spider Robinson* & Jeanne Robinson*,Stardance,Analog Science Fact & Fiction

1978,John Varley,In the Hall of the Martian Kings,The Magazine of Fantasy & Science Fiction

1978,Vonda N. McIntyre,Aztecs,2076: The American Tricentennial (Pyramid Books)

1978,regory Benford,A Snark in the Night,The Magazine of Fantasy & Science Fiction

1978,Keith Laumer,The Wonderful Secret,Analog Science Fact & Fiction

1979,John Varley*,The Persistence of Vision,The Magazine of Fantasy & Science Fiction

1979,Joan D. Vinge,Fireship,Analog Science Fact & Fiction

1979,Christopher Priest,The Watched,The Magazine of Fantasy & Science Fiction

1979,Brian Aldiss,Enemies of the System,The Magazine of Fantasy & Science Fiction

1979,Gene Wolfe,Seven American Nights,Orbit #20 (Putnam Publishing Group)

1980,Barry B. Longyear*,Enemy Mine,Asimov's Science Fiction

1980,Orson Scott Card,Songhouse,Analog Science Fact & Fiction

1980,Donald Kingsbury,The Moon Goddess and the Son,Analog Science Fact & Fiction

1980,Ted Reynolds,Ker-Plop,Asimov's Science Fiction

1980,Hilbert Schenck,The Battle of the Abaco Reefs,The Magazine of Fantasy & Science Fiction

1981,Gordon R. Dickson*,Lost Dorsai,Destinies #2 (Ace Books)

1981,George R. R. Martin & Lisa Tuttle,One-Wing,Analog Science Fact & Fiction

1981,George R. R. Martin,Nightflyers,Analog Science Fact & Fiction

1981,Thomas Disch,The Brave Little Toaster,The Magazine of Fantasy & Science Fiction

1981,Harlan Ellison,All the Lies that Are My Life,The Magazine of Fantasy & Science Fiction

1982,Poul Anderson*,The Saturn Game,Analog Science Fact & Fiction

1982,Phyllis Eisenstein,In the Western Tradition,The Magazine of Fantasy & Science Fiction

1982,John Varley,Blue Champagne,New Voices #4 (Berkley Books)

1982,Kate Wilhelm,"With Thimbles, With Forks and Hope",Asimov's Science Fiction

1982,Vernor Vinge,True Names,Binary Star #5 (Dell Publishing)

1982,David R. Palmer,Emergence,Analog Science Fact & Fiction

1983,Joanna Russ*,Souls,The Magazine of Fantasy & Science Fiction

1983,David Brin,The Postman,Asimov's Science Fiction

1983,George R. R. Martin,Unsound Variations,Amazing Stories

1983,Joseph H. Delaney,Brainchild,Analog Science Fact & Fiction

1983,Kim Stanley Robinson,To Leave a Mark,The Magazine of Fantasy & Science Fiction

1983,John Kessel,Another Orphan,The Magazine of Fantasy & Science Fiction

1984,Timothy Zahn*,Cascade Point,Analog Science Fact & Fiction

1984,Greg Bear,Hardfought,Asimov's Science Fiction

1984,Joseph H. Delaney,In the Face of My Enemy,Analog Science Fact & Fiction

1984,David R. Palmer,Seeking,Analog Science Fact & Fiction

1984,Hilbert Schenck,Hurricane Claude,The Magazine of Fantasy & Science Fiction

1985,John Varley*,Press Enter ■,Asimov's Science Fiction

1985,David Brin,Cyclops,Asimov's Science Fiction

1985,Joseph H. Delaney & Marc Stiegler,Valentina,Analog Science Fact & Fiction

1985,Charles L. Harness,Summer Solstice,Analog Science Fact & Fiction

1985,Geoffrey A. Landis,Elemental,Analog Science Fact & Fiction

1986,Roger Zelazny*,"24 Views of Mt. Fuji, by Hokusai",Asimov's Science Fiction

1986,Robert Silverberg,Sailing to Byzantium,Asimov's Science Fiction

1986,"James Tiptree, Jr.",The Only Neat Thing to Do,The Magazine of Fantasy & Science Fiction

1986,Kim Stanley Robinson,Green Mars,Asimov's Science Fiction

1986,C. J. Cherryh,The Scapegoat,Alien Stars (Baen Books)

1987,Robert Silverberg*,Gilgamesh in the Outback,Asimov's Science Fiction

1987,Kim Stanley Robinson,Escape from Kathmandu,Asimov's Science Fiction

1987,Lucius Shepard,R&R,Asimov's Science Fiction

1987,Connie Willis,Spice Pogrom,Asimov's Science Fiction

1987,Michael F. Flynn,Eifelheim,Analog Science Fact & Fiction

1988,Orson Scott Card*,Eye for Eye,Asimov's Science Fiction

1988,Robert Silverberg,The Secret Sharer,Asimov's Science Fiction

1988,Kim Stanley Robinson,The Blind Geometer,Asimov's Science Fiction

1988,Kim Stanley Robinson,Mother Goddess of the World,Asimov's Science Fiction

1988,Michael F. Flynn,The Forest of Time,Analog Science Fact & Fiction

1989,Connie Willis*,The Last of the Winnebagos,Asimov's Science Fiction

1989,Lucius Shepard,The Scalehunter's Beautiful Daughter,Asimov's Science Fiction

1989,Norman Spinrad,Journals of the Plague Years,Full Spectrum (Doubleday)

1989,Bradley Denton,The Calvin Coolidge Home for Dead Comedians,Fantasy & Science Fiction

1989,Walter Jon Williams,Surfacing,Asimov's Science Fiction

1990,Lois McMaster Bujold*,The Mountains of Mourning,Analog Science Fact & Fiction

1990,Lucius Shepard,The Father of Stones,Asimov's Science Fiction

1990,Megan Lindholm,A Touch of Lavender,Asimov's Science Fiction

1990,Connie Willis,Time-Out,Asimov's Science Fiction

1990,Judith Moffett,Tiny Tango,Asimov's Science Fiction

1991,Joe Haldeman*,The Hemingway Hoax,Asimov's Science Fiction

1991,Mike Resnick,Bully!,Asimov's Science Fiction

1991,Kim Stanley Robinson,"A Short, Sharp Shock",Asimov's Science Fiction

1991,Pat Murphy,Bones,Asimov's Science Fiction

1991,Pat Cadigan,Fool to Believe,Asimov's Science Fiction

1992,Nancy Kress*,Beggars in Spain,Asimov's Science Fiction

1992,Kristine Kathryn Rusch,The Gallery of His Dreams,Asimov's Science Fiction

1992,Connie Willis,Jack,Asimov's Science Fiction

1992,Michael Swanwick,Griffin's Egg,St. Martin's Press

1992,Nancy Kress,And Wild for to Hold,Asimov's Science Fiction

1993,Lucius Shepard*,Barnacle Bill the Spacer,Asimov's Science Fiction

1993,Frederik Pohl,Stopping at Slowyear,Bantam Spectra

1993,Maureen F. McHugh,Protection,Asimov's Science Fiction

1993,Jonathan Carroll,Uh-Oh City,Fantasy & Science Fiction

1993,Bradley Denton,The Territory,Fantasy & Science Fiction

1994,Harry Turtledove*,Down in the Bottomlands,Analog Science Fiction and Fact

1994,Walter Jon Williams,"Wall, Stone, Craft",Fantasy & Science Fiction

1994,G. David Nordley,Into the Miranda Rift,Analog Science Fiction and Fact

1994,Jack Cady,The Night We Buried Road Dog,Fantasy & Science Fiction

1994,Pat Murphy,An American Childhood,Asimov's Science Fiction

1994,Harlan Ellison,Mefisto In Onyx,Omni

1995,Mike Resnick*,Seven Views of Olduvai Gorge,Fantasy & Science Fiction

1995,Brian Stableford,Les Fleurs du Mal,Asimov's Science Fiction

1995,Ursula K. Le Guin,Forgiveness Day,Asimov's Science Fiction

1995,Michael Bishop,Cri de Coeur,Asimov's Science Fiction

1995,Michael F. Flynn,Melodies of the Heart,Analog Science Fiction and Fact

1996,Allen Steele*,The Death of Captain Future,Asimov's Science Fiction

1996,Ursula K. Le Guin,A Woman's Liberation,Asimov's Science Fiction

1996,Mike Resnick & Susan Shwartz,Bibi,Asimov's Science Fiction

1996,Ursula K. Le Guin,A Man of the People,Asimov's Science Fiction

1996,Nancy Kress,Fault Lines,Asimov's Science Fiction

1997,George R. R. Martin*,Blood of the Dragon,Asimov's Science Fiction

1997,Jack McDevitt,Time Travelers Never Die,Asimov's Science Fiction

1997,Gregory Benford,Immersion,SF Age

1997,Jerry Oltion,Abandon in Place,Fantasy & Science Fiction

1997,Mary Rosenblum,Gas Fish,Asimov's Science Fiction

1997,Maureen F. McHugh,The Cost to Be Wise,Starlight #1 (Tor Books)

1998,Allen Steele*,...Where Angels Fear to Tread,Asimov's Science Fiction

1998,Adam-Troy Castro,The Funeral March of the Marionettes,Fantasy & Science Fiction

1998,Geoffrey A. Landis,Ecopoiesis,SF Age

1998,Paul Levinson,Loose Ends,Analog Science Fiction and Fact

1998,Robert Reed,Marrow,SF Age

1999,Greg Egan*,Oceanic,Asimov's Science Fiction

1999,Catherine Asaro,Aurora in Four Voices,Analog Science Fiction and Fact

1999,Ted Chiang,Story of Your Life,Starlight #2 (Tor Books)

1999,Terry Bisson,Get Me to the Church on Time,Asimov's Science Fiction

1999,Ian R. MacLeod,The Summer Isles,Asimov's Science Fiction

2000,Connie Willis*,The Winds of Marble Arch,Asimov's Science Fiction

2000,Harry Turtledove,"Forty, Counting Down",Asimov's Science Fiction

2000,Adam-Troy Castro & Jerry Oltion,The Astronaut from Wyoming,Analog Science Fiction and Fact

2000,Mike Resnick,Hunting the Snark,Asimov's Science Fiction

2000,Kage Baker,Son Observe the Time,Asimov's Science Fiction

2001,Jack Williamson*,The Ultimate Earth,Analog Science Fiction and Fact

2001,Catherine Asaro,A Roll of the Dice,Analog Science Fiction and Fact

2001,Kristine Kathryn Rusch,The Retrieval Artist,Analog Science Fiction and Fact

2001,Greg Egan,Oracle,Asimov's Science Fiction

2001,Ted Chiang,Seventy-Two Letters,Vanishing Acts (Tor Books)

2001,Lucius Shepard,Radiant Green Star,Asimov's Science Fiction

2002,Vernor Vinge*,Fast Times at Fairmont High,The Collected Stories of Vernor Vinge (Tor Books)

2002,Allen Steele,Stealing Alabama,Asimov's Science Fiction

2002,Brenda Clough,May Be Some Time,Analog Science Fiction and Fact

2002,Andy Duncan,The Chief Designer,Asimov's Science Fiction

2002,Jack Dann,The Diamond Pit,Jubilee (Tor Books)

2003,Neil Gaiman*,Coraline,HarperCollins

2003,Richard Chwedyk,Brontë's Egg,Fantasy & Science Fiction

2003,Ian R. MacLeod,Breathmoss,Asimov's Science Fiction

2003,Paul Di Filippo,A Year in the Linear City,PS Publishing

2003,Charles Coleman Finlay,The Political Officer,Fantasy & Science Fiction

2003,Pat Forde,In Spirit,Analog Science Fiction and Fact

2004,Vernor Vinge*,The Cookie Monster,Analog Science Fiction and Fact

2004,Kage Baker,The Empress of Mars,Asimov's Science Fiction

2004,Connie Willis,Just Like the Ones We Used to Know,Asimov's Science Fiction

2004,Walter Jon Williams,The Green Leopard Plague,Asimov's Science Fiction

2004,Catherine Asaro,Walk in Silence,Analog Science Fiction and Fact

2005,Charles Stross*,The Concrete Jungle,The Atrocity Archives (Golden Gryphon Press)

2005,Bradley Denton,Sergeant Chip,Fantasy & Science Fiction

2005,Charles Stross,Elector,Asimov's Science Fiction

2005,Lois McMaster Bujold,Winterfair Gifts,Irresistible Forces (New American Library)

2005,Michael A. Burstein,Time Ablaze,Analog Science Fiction and Fact

2006,Connie Willis*,Inside Job,Asimov's Science Fiction

2006,James Patrick Kelly,Burn,Tachyon Publications

2006,Kelly Link,Magic for Beginners,Magic for Beginners (Small Beer Press)

2006,Ian McDonald,The Little Goddess,Asimov's Science Fiction

2006,Robert J. Sawyer,Identity Theft,Down These Dark Spaceways (Science Fiction Book Club)

2007,Robert Reed*,A Billion Eves,Asimov's Science Fiction

2007,Michael Swanwick,Lord Weary's Empire,Asimov's Science Fiction

2007,Robert Charles Wilson,Julian: A Christmas Story,PS Publishing

2007,Paul Melko,The Walls of the Universe,Asimov's Science Fiction

2007,William Shunn,Inclination,Asimov's Science Fiction

2008,Connie Willis*,All Seated on the Ground,Asimov's Science Fiction

2008,Kristine Kathryn Rusch,Recovering Apollo 8,Asimov's Science Fiction

2008,Nancy Kress,Fountain of Age,Asimov's Science Fiction

2008,Lucius Shepard,Stars Seen Through Stone,Fantasy & Science Fiction

2008,Gene Wolfe,Memorare,Fantasy & Science Fiction

2009,Nancy Kress*,The Erdmann Nexus,Asimov's Science Fiction

2009,Robert Reed,Truth,Asimov's Science Fiction

2009,Ian McDonald,The Tear,Galactic Empires (Science Fiction Book Club)

2009,Benjamin Rosenbaum & Cory Doctorow,True Names,Fast Forward 2 (Pyr)

2009,Charles Coleman Finlay,The Political Prisoner,Fantasy & Science Fiction

2010,Charles Stross*,Palimpsest,Wireless (Ace Books)

2010,Nancy Kress,Act One,Asimov's Science Fiction

2010,John Scalzi,The God Engines,Subterranean Press

2010,James Morrow,Shambling Towards Hiroshima,Tachyon Publications

2010,Ian McDonald,Vishnu at the Cat Circus,Cyberabad Days (Pyr)

2010,Kage Baker,The Women of Nell Gwynne's,Subterranean Press

2011,Ted Chiang*,The Lifecycle of Software Objects,Subterranean Press

2011,Rachel Swirsky,The Lady Who Plucked Red Flowers beneath the Queen's Window,Subterranean Magazine

2011,Elizabeth Hand,The Maiden Flight of McCauley's Bellerophon,Stories: New Tales (Morrow)

2011,Geoffrey A. Landis,The Sultan of the Clouds,Asimov's Science Fiction

2011,Alastair Reynolds,Troika,Godlike Machines (Science Fiction Book Club)

2012,Kij Johnson*,The Man Who Bridged the Mist,Asimov's Science Fiction

2012,Mira Grant,Countdown,Orbit Books

2012,Carolyn Ives Gilman,The Ice Owl,Fantasy & Science Fiction

2012,Mary Robinette Kowal,Kiss Me Twice,Asimov's Science Fiction

2012,Ken Liu,The Man Who Ended History: A Documentary,Panverse 3 (Panverse Publishing)

2012,Catherynne M. Valente,Silently and Very Fast,WSFA Press

2013,Brandon Sanderson*,The Emperor's Soul,Tachyon Publications

2013,Nancy Kress,"After the Fall, Before the Fall, During the Fall",Tachyon Publications

2013,Aliette de Bodard,"On a Red Station, Drifting",Immersion Press

2013,Mira Grant,San Diego 2014: The Last Stand of the California Browncoats,Orbit Books

2013,Jay Lake,The Stars Do Not Lie,Asimov's Science Fiction

2014,Charles Stross*,Equoid,Tor.com

2014,Dan Wells,The Butcher of Khardov,Privateer Press

2014,Brad R. Torgersen,The Chaplain's Legacy,Analog Science Fiction and Fact

2014,Catherynne M. Valente,Six-Gun Snow White,Subterranean Press

2014,Andy Duncan & Ellen Klages,Wakulla Springs,Tor.com

2015,(no award)

2015,"Arlan Andrews, Sr.",Flow,Analog Science Fiction and Fact

2015,Tom Kratman,Big Boys Don't Cry,Castalia House

2015,John C. Wright,One Bright Star to Guide Them,Castalia House

2015,John C. Wright,Pale Realms of Shade,The Book of Feasts & Seasons (Castalia House)

2015,John C. Wright,The Plural of Helen of Troy,City Beyond Time: Tales of the Fall of Metachronopolis (Castalia House)

2016,Nnedi Okorafor*,Binti,Tor.com

2016,Daniel Polansky,The Builders,Tor.com

2016,Lois McMaster Bujold,Penric's Demon,Spectrum Literary Agency

2016,Brandon Sanderson,Perfect State,Dragonsteel Entertainment

2016,Alastair Reynolds,Slow Bullets,Tachyon Publications

2017,Seanan McGuire*,Every Heart a Doorway,Tor.com Publishing

2017,Victor LaValle,The Ballad of Black Tom,Tor.com Publishing

2017,Kij Johnson,The Dream-Quest of Vellitt Boe,Tor.com Publishing

2017,Lois McMaster Bujold,Penric and the Shaman,Spectrum Literary Agency

2017,Kai Ashante Wilson,A Taste of Honey,Tor.com Publishing

2017,China Miéville,This Census-Taker,Del Rey Books / Picador

2018,Martha Wells*,All Systems Red,Tor.com Publishing

2018,Sarah Pinsker,And Then There Were (N-One),Uncanny Magazine

2018,Nnedi Okorafor,Binti: Home,Tor.com Publishing

2018,JY Yang,The Black Tides of Heaven,Tor.com Publishing

2018,Seanan McGuire,Down Among the Sticks and Bones,Tor.com Publishing

2018,Sarah Gailey,River of Teeth,Tor.com Publishing

2019,Martha Wells*,Artificial Condition,Tor.com Publishing

2019,Seanan McGuire,Beneath the Sugar Sky,Tor.com Publishing

2019,Nnedi Okorafor,Binti: The Night Masquerade,Tor.com Publishing

2019,P. Djèlí Clark,The Black God's Drums,Tor.com Publishing

2019,Kelly Robson,"Gods, Monsters, and the Lucky Peach",Tor.com Publishing

2019,Aliette de Bodard,The Tea Master and the Detective,Subterranean Press / JABberwocky Literary Agency

2020,Amal El-Mohtar* & Max Gladstone*,This Is How You Lose the Time War,Saga Press

2020,Ted Chiang,Anxiety Is the Dizziness of Freedom,Exhalation: Stories

2020,Rivers Solomon & Daveed Diggs & William Hutson & Jonathan Snipes,The Deep,Saga Press

2020,P. Djèlí Clark,The Haunting of Tram Car 015,Tor.com Publishing

2020,Seanan McGuire,In an Absent Dream,Tor.com Publishing

2020,Becky Chambers,"To Be Taught, if Fortunate",Harper Voyager

2021,Nghi Vo*,The Empress of Salt and Fortune,Tor.com Publishing

2021,Nino Cipri,Finna,Tor.com Publishing

2021,P. Djèlí Clark,Ring Shout,Tor.com Publishing

2021,Seanan McGuire,Come Tumbling Down,Tor.com Publishing

2021,Tochi Onyebuchi,Riot Baby,Tor.com Publishing

2021,Sarah Gailey,Upright Women Wanted,Tor.com Publishing

2022,Becky Chambers*,A Psalm for the Wild-Built,Tordotcom

2022,Seanan McGuire,Across the Green Grass Fields,Tordotcom

2022,Adrian Tchaikovsky,Elder Race,Tordotcom

2022,Aliette de Bodard,Fireheart Tiger,Tordotcom

2022,Catherynne M. Valente,The Past Is Red,Tordotcom

2022,Alix E. Harrow,A Spindle Splintered,Tordotcom
