1986,Michael Bishop,A Gift from the GrayLanders,Asimov's Science Fiction

1986,Michael Swanwick & William Gibson,Dogfight,Omni

1987,Roger Zelazny*,Permafrost,Omni

1987,David Brin,Thor Meets Captain America,The Magazine of Fantasy & Science Fiction

1987,William Gibson,The Winter Market,Stardate

1987,Orson Scott Card,Hatrack River,Asimov's Science Fiction

1987,Vernor Vinge,The Barbarian Princess,Analog Science Fact & Fiction

1988,Ursula K. Le Guin*,"Buffalo Gals, Won't You Come Out Tonight",Fantasy & Science Fiction

1988,Pat Murphy,Rachel in Love,Asimov's Science Fiction

1988,Walter Jon Williams,Dinosaurs,Asimov's Science Fiction

1988,Bruce Sterling,Flowers of Edo,Asimov's Science Fiction

1988,Bruce McAllister,Dream Baby,Asimov's Science Fiction

1989,George Alec Effinger*,Schrödinger's Kitten,Omni

1989,Steven Gould,Peaches for Mad Molly,Analog Science Fact & Fiction

1989,Howard Waldrop,"Do Ya, Do Ya, Wanna Dance?",Asimov's Science Fiction

1989,Harlan Ellison,The Function of Dream Sleep,Midnight Graffiti

1989,"Neal Barrett, Jr.",Ginny Sweethips' Flying Circus,Asimov's Science Fiction

1990,Robert Silverberg*,Enter a Soldier. Later: Enter Another,Asimov's Science Fiction

1990,Mike Resnick,For I Have Touched the Sky,Fantasy & Science Fiction

1990,George Alec Effinger,Everything But Honor,Asimov's Science Fiction

1990,Connie Willis,At the Rialto,Omni

1990,Nancy Kress,The Price of Oranges,Asimov's Science Fiction

1990,Orson Scott Card,Dogwalker,Asimov's Science Fiction

1991,Mike Resnick*,The Manamouki,Asimov's Science Fiction

1991,Charles Sheffield,A Braver Thing,Asimov's Science Fiction

1991,Ted Chiang,Tower of Babylon,Omni

1991,Dafydd ab Hugh,"The Coon Rolled Down and Ruptured His Larinks, A Squeezed Novel by Mr. Skunk",Asimov's Science Fiction

1991,Martha Soukup,Over the Long Haul,Amazing Stories

1992,Isaac Asimov*,Gold,Analog Science Fact & Fiction

1992,Pat Cadigan,Dispatches from the Revolution,Asimov's Science Fiction

1992,Connie Willis,Miracle,Asimov's Science Fiction

1992,Howard Waldrop,Fin de Cyclé,Night of the Cooters: More Neat Stories (Mark V. Ziesing)

1992,Ted Chiang,Understand,Asimov's Science Fiction

1993,Janet Kagan*,The Nutcracker Coup,Asimov's Science Fiction

1993,Pamela Sargent,Danny Goes to Mars,Asimov's Science Fiction

1993,Pat Cadigan,True Faces,Fantasy & Science Fiction

1993,Susan Shwartz,Suppose They Gave a Peace...,Alternate Presidents (Tor Books)

1993,Barry N. Malzberg,In the Stone House,Alternate Kennedys (Tor Books)

1994,Charles Sheffield*,Georgia on My Mind,Analog Science Fiction and Fact

1994,Nancy Kress,Dancing on Air,Asimov's Science Fiction

1994,Terry Bisson,The Shadow Knows,Asimov's Science Fiction

1994,Bruce Sterling,Deep Eddy,Asimov's Science Fiction

1994,John Kessel,The Franchise,Asimov's Science Fiction

1995,David Gerrold*,The Martian Child,Fantasy & Science Fiction

1995,Greg Egan,Cocoon,Asimov's Science Fiction

1995,Mike Resnick,A Little Knowledge,Asimov's Science Fiction

1995,Ursula K. Le Guin,Solitude,Fantasy & Science Fiction

1995,Geoffrey A. Landis,The Singular Habits of Wasps,Analog Science Fiction and Fact

1995,Ursula K. Le Guin,The Matter of Seggri,Crank

1996,James Patrick Kelly*,Think Like a Dinosaur,Asimov's Science Fiction

1996,Mike Resnick,When the Old Gods Die,Asimov's Science Fiction

1996,Allen Steele,The Good Rat,Analog Science Fiction and Fact

1996,Harry Turtledove,Must and Shall,Asimov's Science Fiction

1996,Greg Egan,Luminous,Asimov's Science Fiction

1996,Greg Egan,TAP,Asimov's Science Fiction

1997,Bruce Sterling*,Bicycle Repairman,Intersections (Tor Books)

1997,Mike Resnick,The Land of Nod,Asimov's Science Fiction

1997,Ursula K. Le Guin,Mountain Ways,Asimov's Science Fiction

1997,Suzy McKee Charnas,Beauty and the Opéra or The Phantom Beast,Asimov's Science Fiction

1997,William Barton,Age of Aquarius,Asimov's Science Fiction

1998,Bill Johnson*,We Will Drink a Fish Together...,Asimov's Science Fiction

1998,James Alan Gardner,Three Hearings on the Existence of Snakes in the Human Bloodstream,Asimov's Science Fiction

1998,Stephen Baxter,Moon Six,SF Age

1998,Michael A. Burstein,Broken Symmetry,Analog Science Fiction and Fact

1998,William Sanders,The Undiscovered,Asimov's Science Fiction

1999,Bruce Sterling*,Taklamakan,Asimov's Science Fiction

1999,Kristine Kathryn Rusch,Echea,Asimov's Science Fiction

1999,Allen Steele,Zwarte Piet's Tale,Analog Science Fiction and Fact

1999,Nancy Kress,Steamship Soldier on the Information Front,Future Histories (Horizon House)

1999,Greg Egan,The Planck Dive,Asimov's Science Fiction

1999,Ellen Klages,Time Gypsy,Bending the Landscape: Science Fiction (The Overlook Press)

1999,Robert Charles Wilson,Divided by Infinity,Starlight #2 (Tor Books)

2000,James Patrick Kelly*,1016 to 1,Asimov's Science Fiction

2000,Eleanor Arnason,Stellar Harvest,Asimov's Science Fiction

2000,Greg Egan,Border Guards,Interzone

2000,Jan Jensen,The Secret History of the Ornithopter,Fantasy & Science Fiction

2000,Tom Purdom,Fossil Games,Asimov's Science Fiction

2000,Ian R. MacLeod,The Chop Girl,Asimov's Science Fiction

2001,Kristine Kathryn Rusch*,Millennium Babies,Asimov's Science Fiction

2001,Stephen Baxter,On the Orion Line,Asimov's Science Fiction

2001,Allen Steele,Agape Among the Robots,Analog Science Fiction and Fact

2001,Stanley Schmidt,Generation Gap,Artemis

2001,Mike Resnick,Redchapel,Asimov's Science Fiction

2002,Ted Chiang*,Hell Is the Absence of God,Starlight #3 (Tor Books)

2002,Allen Steele,The Days Between,Asimov's Science Fiction

2002,James Patrick Kelly,Undone,Asimov's Science Fiction

2002,Charles Stross,Lobsters,Asimov's Science Fiction

2002,Shane Tourtellotte,The Return of Spring,Analog Science Fiction and Fact

2003,Michael Swanwick*,Slow Life,Analog Science Fiction and Fact

2003,Ursula K. Le Guin,The Wild Girls,Asimov's Science Fiction

2003,Charles Stross,Halo,Asimov's Science Fiction

2003,Maureen F. McHugh,Presence,Fantasy & Science Fiction

2003,Gregory Frost,Madonna of the Maquiladora,Asimov's Science Fiction

2004,Michael Swanwick*,Legions in Time,Asimov's Science Fiction

2004,Jeffrey Ford,The Empire of Ice Cream,Scifi.com

2004,Charles Stross,Nightfall,Asimov's Science Fiction

2004,Jay Lake,Into the Gardens of Sweet Night,Writers of the Future #19 (Galaxy Press)

2004,James Patrick Kelly,Bernardo's House,Asimov's Science Fiction

2004,Robert Reed,Hexagons,Asimov's Science Fiction

2005,Kelly Link*,The Faery Handbag,The Faery Reel (Viking Publishers)

2005,Michael F. Flynn,The Clapping Hands of God,Analog Science Fiction and Fact

2005,Paolo Bacigalupi,The People of Sand and Slag,Fantasy & Science Fiction

2005,Benjamin Rosenbaum,"Biographical Notes to 'A Discourse on the Nature of Causality, with Airplanes', by Benjamin Rosenbaum",All-Star Zeppelin Adventure Stories (Wheatland Press)

2005,Christopher Rowe,The Voluntary State,Scifi.com

2006,Peter S. Beagle*,Two Hearts,Fantasy & Science Fiction

2006,Paolo Bacigalupi,The Calorie Man,Fantasy & Science Fiction

2006,Michael A. Burstein,TelePresence,Analog Science Fiction and Fact

2006,Cory Doctorow,"I, Robot",The Infinite Matrix

2006,Howard Waldrop,The King of Where-I-Go,Scifi.com

2007,Ian McDonald*,The Djinn's Wife,Asimov's Science Fiction

2007,Geoff Ryman,Pol Pot's Beautiful Daughter,Fantasy & Science Fiction

2007,Michael F. Flynn,"Dawn, and Sunset, and the Colours of the Earth",Asimov's Science Fiction

2007,Mike Resnick,All the Things You Are,Jim Baen's Universe

2007,Paolo Bacigalupi,Yellow Card Man,Asimov's Science Fiction

2008,Ted Chiang*,The Merchant and the Alchemist's Gate,Fantasy & Science Fiction

2008,Daniel Abraham,The Cambist and Lord Iron: a Fairytale of Economics,Logorrhea (Bantam Books)

2008,Greg Egan,Dark Integers,Asimov's Science Fiction

2008,Greg Egan,Glory,The New Space Opera (Eos)

2008,David Moles,Finisterra,Fantasy & Science Fiction

2009,Elizabeth Bear*,Shoggoths in Bloom,Asimov's Science Fiction

2009,John Kessel,Pride and Prometheus,Fantasy & Science Fiction

2009,James Alan Gardner,The Ray-Gun: A Love Story,Asimov's Science Fiction

2009,Paolo Bacigalupi,The Gambler,Fast Forward 2 (Pyr)

2009,Mike Resnick,Alastair Baffle's Emporium of Wonders,Asimov's Science Fiction

2010,Peter Watts*,The Island,The New Space Opera #2 (Eos)

2010,Rachel Swirsky,"Eros, Philia, Agape",Tor.com

2010,Nicola Griffith,It Takes Two,Eclipse #3 (Night Shade Books)

2010,Paul Cornell,One of Our Bastards is Missing,The Solaris Book of New Science Fiction #3 (Solaris Books)

2010,Charles Stross,Overtime,Tor.com

2010,Eugie Foster,"Sinner, Baker, Fabulist, Priest; Red Mask, Black Mask, Gentleman, Beast",Interzone

2011,Allen Steele*,The Emperor of Mars,Asimov's Science Fiction

2011,Sean McMullen,Eight Miles,Analog Science Fiction and Fact

2011,Aliette de Bodard,"The Jaguar House, in Shadow",Asimov's Science Fiction

2011,Eric James Stone,"The Leviathan, Whom Thou Hast Made",Analog Science Fiction and Fact

2011,James Patrick Kelly,Plus or Minus,Asimov's Science Fiction

2012,Charlie Jane Anders*,"Six Months, Three Days",Tor.com

2012,Paul Cornell,The Copenhagen Interpretation,Asimov's Science Fiction

2012,Rachel Swirsky,Fields of Gold,Eclipse #4 (Night Shade Books)

2012,Brad R. Torgersen,Ray of Light,Analog Science Fiction and Fact

2012,Geoff Ryman,What We Found,Fantasy & Science Fiction

2013,Pat Cadigan*,The Girl-Thing Who Went Out for Sushi,Edge of Infinity (Solaris Books)

2013,Thomas Olde Heuvelt,The Boy Who Cast No Shadow,Postscripts: Unfit For Eden (PS Publishing)

2013,Catherynne M. Valente,Fade To White,Clarkesworld Magazine

2013,Seanan McGuire,In Sea-Salt Tears,Self-published

2013,Seanan McGuire,Rat-Catcher,A Fantasy Medley 2 (Subterranean Press)

2014,Mary Robinette Kowal*,The Lady Astronaut of Mars,Tor.com

2014,Vox Day,Opera Vita Aeterna,The Last Witchking (Marcher Lord Hinterlands)

2014,Brad R. Torgersen,The Exchange Officers,Analog Science Fiction and Fact

2014,Ted Chiang,"The Truth of Fact, the Truth of Feeling",Subterranean Magazine

2014,Aliette de Bodard,The Waiting Stars,The Other Half of the Sky (Candlemark & Gleam)

2015,Thomas Olde Heuvelt* & Lia Belt (translator)*,The Day The World Turned Upside Down,Lightspeed

2015,Michael F. Flynn,The Journeyman: In the Stone House,Analog Science Fiction and Fact

2015,Edward M. Lerner,Championship B’tok,Analog Science Fiction and Fact

2015,Gray Rinehart,"Ashes to Ashes, Dust to Dust, Earth to Alluvium",Orson Scott Card's InterGalactic Medicine Show

2015,Rajnar Vajra,The Triple Sun: A Golden Age Tale,Analog Science Fiction and Fact

2016,Hao Jingfang*,Folding Beijing,Uncanny Magazine

2016,Brooke Bolander,And You Shall Know Her by the Trail of Dead,Lightspeed

2016,Cheah Kai Wai,Flashpoint: Titan,There Will Be War Volume X (Castalia House)

2016,Stephen King,Obits,The Bazaar of Bad Dreams (Charles Scribner's Sons)

2016,David VanDyke,What Price Humanity?,There Will Be War Volume X (Castalia House)

2017,Ursula Vernon*,The Tomato Thief,Apex Magazine

2017,Stix Hiscock,Alien Stripper Boned from Behind by the T-Rex,Self-published

2017,Nina Allan,The Art of Space Travel,Tor.com

2017,Fran Wilde,The Jewel and Her Lapidary,Tor.com

2017,Carolyn Ives Gilman,Touring with the Alien,Clarkesworld Magazine

2017,Alyssa Wong,You'll Surely Drown Here If You Stay,Uncanny Magazine

2018,Suzanne Palmer*,The Secret Life of Bots,Clarkesworld Magazine

2018,Aliette de Bodard,"Children of Thorns, Children of Water",Uncanny Magazine

2018,Yoon Ha Lee,Extracurricular Activities,Tor.com

2018,Vina Jie-Min Prasad,A Series of Steaks,Clarkesworld Magazine

2018,K. M. Szpara,Small Changes Over Long Periods of Time,Uncanny Magazine

2018,Sarah Pinsker,Wind Will Rove,Asimov's Science Fiction

2019,Zen Cho*,"If at First You Don't Succeed, Try, Try Again",B&N Sci-Fi and Fantasy Blog

2019,Tina Connolly,The Last Banquet of Temporal Confections,Tor.com

2019,Daryl Gregory,Nine Last Days on Planet Earth,Tor.com

2019,Brooke Bolander,The Only Harmless Great Thing,Tor.com Publishing

2019,Naomi Kritzer,The Thing About Ghost Stories,Uncanny Magazine

2019,Simone Heller,When We Were Starless,Clarkesworld Magazine

2020,N. K. Jemisin*,Emergency Skin,Amazon.com

2020,Caroline M. Yoachim,The Archronology of Love,Lightspeed Magazine

2020,Sarah Gailey,Away With the Wolves,Uncanny Magazine

2020,Sarah Pinsker,The Blur in the Corner of Your Eye,Uncanny Magazine

2020,Siobhan Carroll,For He Can Creep,Tor.com

2020,Ted Chiang,Omphalos,Exhalation: Stories (Alfred A. Knopf)

2021,Sarah Pinsker*,Two Truths and a Lie,Tor.com

2021,A. T. Greenblatt,"Burn, or the Episodic Life of Sam Wells as a Super",Uncanny Magazine

2021,Isabel Fall,Helicopter Story,Clarkesworld Magazine

2021,Aliette de Bodard,The Inaccessibility of Heaven,Uncanny Magazine

2021,Naomi Kritzer,Monster,Clarkesworld Magazine

2021,Meg Elison,The Pill,Big Girl (PM Press)

2022,Suzanne Palmer*,Bots of the Lost Ark,Clarkesworld Magazine

2022,Caroline M. Yoachim,Colors of the Immortal Palette,Uncanny Magazine

2022,Catherynne M. Valente,L'Esprit de L'Escalier,Tor.com

2022,Oghenechovwe Donald Ekpeki,O2 Arena,Galaxy's Edge

2022,John Wiswell,That Story Isn't the Story,Uncanny Magazine

2022,Fran Wilde,"Unseelie Brothers, Ltd.",Uncanny Magazine
